categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,18,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,792,792,,,reuseCapacity()V,poolMap,unfixed,Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.reuseCapacity(),java\org\apache\commons\pool2\impl\GenericKeyedObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,53.0,2.0,33.0,10.0,25.0,18.0,11.0,16.0,1.0,17.0,25.0,11.0,14.0,7.0,7.0,8.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.55,7.0,7.0,8.0,1.0
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,18,commons-pool,44c914a2648699722fe8082aeaa247a2e7ff8288,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,730,730,,,clearOldest()V,poolMap,unfixed,Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.clearOldest(),main\java\org\apache\commons\pool2\impl\GenericKeyedObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,50.0,4.0,30.0,12.0,20.0,16.0,13.0,20.0,1.0,13.0,22.0,12.0,10.0,7.0,7.0,8.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.53,7.0,7.0,8.0,1.0
DODGY_CODE,UCF_USELESS_CONTROL_FLOW,3,20,commons-pool,f760383e3aabad0142cbfa51bd06306265bb60cd,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,954,954,,,evict()V,NO_FIELD,unfixed,Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.evict(),java\org\apache\commons\pool2\impl\GenericKeyedObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.0,118.0,8.0,89.0,8.0,67.0,21.0,26.0,2929.0,3.0,39.0,60.0,9.0,51.0,20.0,20.0,22.0,10.0,16.0,-1,-1,-1,-1,16.0,-1,6.0,11.0,-1,-1,0.24,20.0,20.0,22.0,10.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,390,390,,,borrowObject(Ljava/lang/Object;J)Ljava/lang/Object;,NO_FIELD,unfixed,Public Abstract Method,org.apache.commons.pool2.BaseObjectPool.borrowObject(),java\org\apache\commons\pool2\BaseObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,7.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,6.0,0.0,0.0,0.0,0.0
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,18,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,829,829,,,hasBorrowWaiters()Z,poolMap,unfixed,Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.hasBorrowWaiters(),java\org\apache\commons\pool2\impl\GenericKeyedObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,19.0,0.0,13.0,4.0,7.0,6.0,5.0,4.0,1.0,4.0,9.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,-1,-1,-1,-1,4.0,-1,3.0,4.0,-1,-1,0.46,4.0,4.0,4.0,4.0
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,18,commons-pool,e557832fc9121958049abe831f28c83fdc67394d,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,1374,1374,,,listAllObjects()Ljava/util/Map;,poolMap,unfixed,Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.listAllObjects(),main\java\org\apache\commons\pool2\impl\GenericKeyedObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,26.0,1.0,16.0,6.0,9.0,9.0,9.0,4.0,1.0,6.0,12.0,6.0,6.0,4.0,4.0,4.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.56,4.0,4.0,4.0,1.0
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,18,commons-pool,e557832fc9121958049abe831f28c83fdc67394d,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,1344,1344,,,getNumWaitersByKey()Ljava/util/Map;,poolMap,unfixed,Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getNumWaitersByKey(),main\java\org\apache\commons\pool2\impl\GenericKeyedObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,21.0,1.0,15.0,3.0,10.0,5.0,9.0,4.0,1.0,5.0,10.0,4.0,6.0,4.0,4.0,4.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.33,4.0,4.0,4.0,1.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,468,468,,,borrowObject(J)Ljava/lang/Object;,NO_FIELD,unfixed,Public Abstract Method,org.apache.commons.pool2.BaseObjectPool.borrowObject(),java\org\apache\commons\pool2\BaseObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,7.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,6.0,0.0,0.0,0.0,0.0
DODGY_CODE,UCF_USELESS_CONTROL_FLOW,3,20,commons-pool,610a2a4d1e2e38844d7bd1e7961c8d0a9265c1d3,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/GenericObjectPool.java,798,798,,,evict()V,NO_FIELD,unfixed,Public Abstract Method,org.apache.commons.pool2.impl.BaseGenericObjectPool.evict(),main\java\org\apache\commons\pool2\impl\BaseGenericObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,11.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,10.0,0.0,0.0,0.0,0.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,db48e1b24cf528d142956fe81b1f5110a9556ccc,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/SoftReferenceObjectPool.java,224,224,,,returnObject(Ljava/lang/Object;)V,NO_FIELD,unfixed,Public Abstract Method,org.apache.commons.pool2.BaseObjectPool.returnObject(T),main\java\org\apache\commons\pool2\BaseObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,5.0,0.0,0.0,0.0,0.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,db48e1b24cf528d142956fe81b1f5110a9556ccc,a28d908dd2087d47137953952dbae83c0f48e3b7,src/main/java/org/apache/commons/pool2/impl/SoftReferenceObjectPool.java,299,299,,,addObject()V,NO_FIELD,unfixed,Public Method,org.apache.commons.pool2.BaseObjectPool.addObject(),main\java\org\apache\commons\pool2\BaseObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,10.0,0.0,3.0,1.0,1.0,7.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,2.33,1.0,1.0,1.0,1.0
DODGY_CODE,REC_CATCH_EXCEPTION,3,20,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,adeb72a5f67fc8c433ce8b5fd32e9321ab772ee7,src/main/java/org/apache/commons/pool2/PoolUtils.java,686,686,,,run()V,NO_FIELD,unfixed,Public Method,org.apache.commons.pool2.PoolUtils.KeyedObjectPoolMinIdleTimerTask.run(),java\org\apache\commons\pool2\PoolUtils.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,21.0,2.0,15.0,2.0,10.0,4.0,3.0,6.0,1.0,5.0,9.0,2.0,7.0,4.0,4.0,4.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.27,4.0,4.0,4.0,1.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,adeb72a5f67fc8c433ce8b5fd32e9321ab772ee7,src/main/java/org/apache/commons/pool2/PoolUtils.java,1730,1730,,,close()V,NO_FIELD,unfixed,Public Method,org.apache.commons.pool2.BaseObjectPool.close(),java\org\apache\commons\pool2\BaseObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,1.33,1.0,1.0,1.0,1.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,adeb72a5f67fc8c433ce8b5fd32e9321ab772ee7,src/main/java/org/apache/commons/pool2/PoolUtils.java,1660,1660,,,invalidateObject(Ljava/lang/Object;Ljava/lang/Object;)V,NO_FIELD,unfixed,Public Abstract Method,org.apache.commons.pool2.BaseObjectPool.invalidateObject(T),java\org\apache\commons\pool2\BaseObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,13.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,12.0,0.0,0.0,0.0,0.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,adeb72a5f67fc8c433ce8b5fd32e9321ab772ee7,src/main/java/org/apache/commons/pool2/PoolUtils.java,1484,1484,,,invalidateObject(Ljava/lang/Object;)V,NO_FIELD,unfixed,Public Abstract Method,org.apache.commons.pool2.BaseObjectPool.invalidateObject(T),java\org\apache\commons\pool2\BaseObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,13.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,12.0,0.0,0.0,0.0,0.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-pool,4f9912974fff05b614e6c81bb4d862fcfb552c3d,adeb72a5f67fc8c433ce8b5fd32e9321ab772ee7,src/main/java/org/apache/commons/pool2/PoolUtils.java,1529,1529,,,close()V,NO_FIELD,unfixed,Public Method,org.apache.commons.pool2.BaseObjectPool.close(),java\org\apache\commons\pool2\BaseObjectPool.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,1.33,1.0,1.0,1.0,1.0
BAD_PRACTICE,CO_ABSTRACT_SELF,3,19,commons-pool,4a0ab98cc0d1b7633a8ad1a556e5469522561042,adeb72a5f67fc8c433ce8b5fd32e9321ab772ee7,src/main/java/org/apache/commons/pool2/PooledObject.java,-1,-1,,,NO_METHOD,NO_FIELD,unfixed,File,main\java\org\apache\commons\pool2\PooledObject.java,main\java\org\apache\commons\pool2\PooledObject.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,1.0,0.0,0.0,0.0,-1,20.0,20.0,0.0,20.0,-1,0.0,0.0,0.0,20.0,-1,144.0,21.0,28.0,27.0,0.0,95.0,-1,-1,-1,22.0,23.0,23.0,0.0,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,0.0,-1,-1,-1,3.39,0.0,0.0,0.0,0.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-pool,610a2a4d1e2e38844d7bd1e7961c8d0a9265c1d3,adeb72a5f67fc8c433ce8b5fd32e9321ab772ee7,src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java,177,177,,,<init>()V,NO_FIELD,unfixed,Public Class,org.apache.commons.pool2.impl.AbandonedConfig,main\java\org\apache\commons\pool2\impl\AbandonedConfig.java,1.0,1.0,1.0,1.0,12.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,-1,0.0,0.0,-1,-1,-1,10.0,5.0,10.0,10.0,0.0,0.0,0.0,10.0,-1,173.0,15.0,37.0,16.0,15.0,121.0,-1,-1,-1,15.0,26.0,16.0,10.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,80.0,80.0,3.27,10.0,10.0,10.0,10.0
BAD_PRACTICE,EQ_COMPARETO_USE_OBJECT_EQUALS,2,16,commons-pool,d51ca44e5bfa703d69796f7896e8cadaec7d8f13,adeb72a5f67fc8c433ce8b5fd32e9321ab772ee7,src/main/java/org/apache/commons/pool2/impl/DefaultPooledObject.java,40,40,,,compareTo(Ljava/lang/Object;)I,NO_FIELD,unfixed,Abstract Method,org.apache.commons.pool2.PooledObject.compareTo(PooledObject<T>),main\java\org\apache\commons\pool2\PooledObject.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,8.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,7.0,0.0,0.0,0.0,0.0
