categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/generic/Select.java,260,260,,,getMatchs()[I,match,unfixed,Public Method,org.apache.bcel.generic.Select.getMatchs(),main\java\org\apache\bcel\generic\Select.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,6.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,1.0,1.0,1.0,1.0,1.0
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/generic/Select.java,276,276,,,getTargets()[Lorg/apache/bcel/generic/InstructionHandle;,targets,unfixed,Public Method,org.apache.bcel.generic.Select.getTargets(),main\java\org\apache\bcel\generic\Select.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.0,6.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,1.0,1.0,1.0,1.0,1.0
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/generic/TargetLostException.java,-1,-1,,,NO_METHOD,targets,unfixed,Public Class,org.apache.bcel.generic.TargetLostException,main\java\org\apache\bcel\generic\TargetLostException.java,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,-1,0.0,1.0,-1,-1,-1,2.0,1.0,2.0,46.0,1.0,0.0,0.0,1.0,-1,47.0,5.0,11.0,5.0,4.0,31.0,-1,-1,-1,5.0,8.0,5.0,3.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,0.0,0.0,2.82,2.0,2.0,2.0,2.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/AttributeHTML.java,61,61,,,<init>(Ljava/lang/String;Ljava/lang/String;Lorg/apache/bcel/classfile/ConstantPool;Lorg/apache/bcel/util/ConstantHTML;)V,NO_FIELD,unfixed,Class,org.apache.bcel.util.AttributeHTML,main\java\org\apache\bcel\util\AttributeHTML.java,4.0,3.0,4.0,1.0,29.0,0.0,27.0,3.0,1.0,22.0,18.0,0.0,-1,0.0,0.0,-1,-1,-1,5.0,5.0,5.0,17.0,4.0,1.0,0.0,0.0,-1,173.0,11.0,146.0,28.0,114.0,23.0,-1,-1,-1,75.0,97.0,31.0,66.0,-1,-1,-1,-1,-1,19.0,13.0,19.0,1.0,-1,1.0,4.0,-1,56.0,36.0,0.16,23.0,17.0,23.0,5.0
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/BCELFactory.java,321,321,,,updateBranchTargets()V,NO_FIELD,unfixed,Private Method,org.apache.bcel.util.BCELFactory.updateBranchTargets(),main\java\org\apache\bcel\util\BCELFactory.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,16.0,0.0,16.0,6.0,11.0,0.0,7.0,4.0,1.0,10.0,15.0,8.0,7.0,4.0,4.0,4.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.0,4.0,4.0,4.0,1.0
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/BCELFactory.java,268,268,,,visitBranchInstruction(Lorg/apache/bcel/generic/BranchInstruction;)V,NO_FIELD,unfixed,Public Method,org.apache.bcel.generic.EmptyVisitor.visitBranchInstruction(BranchInstruction),main\java\org\apache\bcel\generic\EmptyVisitor.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/BCELFactory.java,127,127,,,visitLocalVariableInstruction(Lorg/apache/bcel/generic/LocalVariableInstruction;)V,NO_FIELD,unfixed,Public Method,org.apache.bcel.generic.EmptyVisitor.visitLocalVariableInstruction(LocalVariableInstruction),main\java\org\apache\bcel\generic\EmptyVisitor.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
DODGY_CODE,SF_SWITCH_FALLTHROUGH,2,17,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/BCELFactory.java,189,193,,,visitAllocationInstruction(Lorg/apache/bcel/generic/AllocationInstruction;)V,NO_FIELD,unfixed,Public Method,org.apache.bcel.generic.EmptyVisitor.visitAllocationInstruction(AllocationInstruction),main\java\org\apache\bcel\generic\EmptyVisitor.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/BCELFactory.java,179,179,,,visitAllocationInstruction(Lorg/apache/bcel/generic/AllocationInstruction;)V,NO_FIELD,unfixed,Public Method,org.apache.bcel.generic.EmptyVisitor.visitAllocationInstruction(AllocationInstruction),main\java\org\apache\bcel\generic\EmptyVisitor.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
DODGY_CODE,QF_QUESTIONABLE_FOR_LOOP,2,17,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/BCELifier.java,215,215,,,printFlags(ILorg/apache/bcel/util/BCELifier$FLAGS;)Ljava/lang/String;,NO_FIELD,unfixed,Static Method,org.apache.bcel.util.BCELifier.printFlags(int),main\java\org\apache\bcel\util\BCELifier.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/BCELifier.java,72,72,,,<init>(Lorg/apache/bcel/classfile/JavaClass;Ljava/io/OutputStream;)V,NO_FIELD,unfixed,Public Class,org.apache.bcel.util.BCELifier,main\java\org\apache\bcel\util\BCELifier.java,2.0,2.0,3.0,1.0,14.0,0.0,13.0,1.0,1.0,29.0,16.0,0.0,-1,7.0,2.0,-1,-1,-1,7.0,3.0,14.0,71.0,5.0,2.0,0.0,7.0,-1,264.0,29.0,206.0,50.0,146.0,30.0,-1,-1,-1,121.0,161.0,48.0,113.0,-1,-1,-1,-1,-1,8.0,8.0,11.0,6.0,-1,2.0,4.0,-1,66.0,57.0,0.15,39.0,39.0,42.0,19.0
DODGY_CODE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,1,15,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/Class2HTML.java,88,88,,,<init>(Lorg/apache/bcel/classfile/JavaClass;Ljava/lang/String;)V,constant_pool,unfixed,Public Class,org.apache.bcel.util.Class2HTML,main\java\org\apache\bcel\util\Class2HTML.java,4.0,3.0,4.0,1.0,25.0,0.0,22.0,4.0,1.0,21.0,11.0,0.0,-1,4.0,4.0,-1,-1,-1,2.0,2.0,6.0,18.0,3.0,1.0,0.0,2.0,-1,208.0,13.0,156.0,37.0,118.0,53.0,-1,-1,-1,87.0,111.0,38.0,73.0,-1,-1,-1,-1,-1,12.0,12.0,12.0,1.0,-1,1.0,6.0,-1,60.0,43.0,0.34,26.0,23.0,26.0,6.0
DODGY_CODE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,1,15,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/Class2HTML.java,87,87,,,<init>(Lorg/apache/bcel/classfile/JavaClass;Ljava/lang/String;)V,class_name,unfixed,Public Class,org.apache.bcel.util.Class2HTML,main\java\org\apache\bcel\util\Class2HTML.java,4.0,3.0,4.0,1.0,25.0,0.0,22.0,4.0,1.0,21.0,11.0,0.0,-1,4.0,4.0,-1,-1,-1,2.0,2.0,6.0,18.0,3.0,1.0,0.0,2.0,-1,208.0,13.0,156.0,37.0,118.0,53.0,-1,-1,-1,87.0,111.0,38.0,73.0,-1,-1,-1,-1,-1,12.0,12.0,12.0,1.0,-1,1.0,6.0,-1,60.0,43.0,0.34,26.0,23.0,26.0,6.0
DODGY_CODE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,2,17,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/Class2HTML.java,92,92,,,<init>(Lorg/apache/bcel/classfile/JavaClass;Ljava/lang/String;)V,class_package,unfixed,Public Class,org.apache.bcel.util.Class2HTML,main\java\org\apache\bcel\util\Class2HTML.java,4.0,3.0,4.0,1.0,25.0,0.0,22.0,4.0,1.0,21.0,11.0,0.0,-1,4.0,4.0,-1,-1,-1,2.0,2.0,6.0,18.0,3.0,1.0,0.0,2.0,-1,208.0,13.0,156.0,37.0,118.0,53.0,-1,-1,-1,87.0,111.0,38.0,73.0,-1,-1,-1,-1,-1,12.0,12.0,12.0,1.0,-1,1.0,6.0,-1,60.0,43.0,0.34,26.0,23.0,26.0,6.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/Class2HTML.java,220,220,,,writeMainHTML(Lorg/apache/bcel/util/AttributeHTML;)V,NO_FIELD,unfixed,Private Method,org.apache.bcel.util.Class2HTML.writeMainHTML(AttributeHTML),main\java\org\apache\bcel\util\Class2HTML.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.0,23.0,0.0,23.0,3.0,20.0,0.0,6.0,2.0,0.0,7.0,9.0,4.0,5.0,2.0,2.0,2.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.0,2.0,2.0,2.0,1.0
BAD_PRACTICE,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,1,14,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/ClassLoader.java,61,190,,,NO_METHOD,NO_FIELD,unfixed,Public Class,org.apache.bcel.util.ClassLoader,main\java\org\apache\bcel\util\ClassLoader.java,2.0,2.0,2.0,1.0,15.0,0.0,10.0,5.0,1.0,18.0,10.0,0.0,-1,0.0,2.0,-1,-1,-1,7.0,3.0,7.0,87.0,0.0,0.0,3.0,4.0,-1,160.0,16.0,82.0,29.0,53.0,63.0,-1,-1,-1,39.0,57.0,25.0,32.0,-1,-1,-1,-1,-1,9.0,9.0,9.0,4.0,-1,1.0,4.0,-1,66.0,57.0,0.77,16.0,16.0,16.0,10.0
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/ClassLoader.java,61,61,,,NO_METHOD,DEFAULT_IGNORED_PACKAGES,unfixed,Public Class,org.apache.bcel.util.ClassLoader,main\java\org\apache\bcel\util\ClassLoader.java,2.0,2.0,2.0,1.0,15.0,0.0,10.0,5.0,1.0,18.0,10.0,0.0,-1,0.0,2.0,-1,-1,-1,7.0,3.0,7.0,87.0,0.0,0.0,3.0,4.0,-1,160.0,16.0,82.0,29.0,53.0,63.0,-1,-1,-1,39.0,57.0,25.0,32.0,-1,-1,-1,-1,-1,9.0,9.0,9.0,4.0,-1,1.0,4.0,-1,66.0,57.0,0.77,16.0,16.0,16.0,10.0
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/ClassLoader.java,92,92,,,<init>([Ljava/lang/String;)V,ignored_packages,unfixed,Public Class,org.apache.bcel.util.ClassLoader,main\java\org\apache\bcel\util\ClassLoader.java,2.0,2.0,2.0,1.0,15.0,0.0,10.0,5.0,1.0,18.0,10.0,0.0,-1,0.0,2.0,-1,-1,-1,7.0,3.0,7.0,87.0,0.0,0.0,3.0,4.0,-1,160.0,16.0,82.0,29.0,53.0,63.0,-1,-1,-1,39.0,57.0,25.0,32.0,-1,-1,-1,-1,-1,9.0,9.0,9.0,4.0,-1,1.0,4.0,-1,66.0,57.0,0.77,16.0,16.0,16.0,10.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/ClassPath.java,203,203,,,getInputStream(Ljava/lang/String;Ljava/lang/String;)Ljava/io/InputStream;,NO_FIELD,unfixed,Public Abstract Method,org.apache.bcel.util.ClassPath.ClassFile.getInputStream(),main\java\org\apache\bcel\util\ClassPath.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,2.0,0.0,0.0,0.0,0.0
BAD_PRACTICE,SE_BAD_FIELD,1,14,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/ClassVector.java,-1,-1,,,NO_METHOD,vec,unfixed,Public Class,org.apache.bcel.util.ClassVector,main\java\org\apache\bcel\util\ClassVector.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,-1,0.0,1.0,-1,-1,-1,4.0,1.0,4.0,16.0,0.0,0.0,0.0,4.0,-1,36.0,9.0,19.0,9.0,8.0,8.0,-1,-1,-1,8.0,13.0,8.0,5.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,0.0,0.0,0.42,4.0,4.0,4.0,4.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/CodeHTML.java,63,63,,,<init>(Ljava/lang/String;Ljava/lang/String;[Lorg/apache/bcel/classfile/Method;Lorg/apache/bcel/classfile/ConstantPool;Lorg/apache/bcel/util/ConstantHTML;)V,NO_FIELD,unfixed,Class,org.apache.bcel.util.CodeHTML,main\java\org\apache\bcel\util\CodeHTML.java,30.0,11.0,30.0,1.0,130.0,0.0,109.0,24.0,1.0,30.0,21.0,0.0,-1,0.0,1.0,-1,-1,-1,4.0,5.0,4.0,16.0,1.0,3.0,0.0,0.0,-1,545.0,9.0,445.0,77.0,374.0,107.0,-1,-1,-1,258.0,303.0,87.0,216.0,-1,-1,-1,-1,-1,73.0,19.0,74.0,4.0,-1,1.0,4.0,-1,50.0,12.0,0.24,121.0,46.0,122.0,7.0
DODGY_CODE,DB_DUPLICATE_SWITCH_CLAUSES,3,20,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/CodeHTML.java,252,254,,,codeToHTML(Lorg/apache/bcel/util/ByteSequence;I)Ljava/lang/String;,NO_FIELD,unfixed,Private Method,"org.apache.bcel.util.CodeHTML.codeToHTML(ByteSequence,int)",main\java\org\apache\bcel\util\CodeHTML.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72.0,306.0,0.0,253.0,35.0,224.0,64.0,35.0,114.0,2.0,141.0,160.0,37.0,123.0,73.0,19.0,74.0,1.0,131.0,-1,-1,-1,-1,0.0,-1,4.0,0.0,-1,-1,0.25,73.0,19.0,74.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/util/MethodHTML.java,52,52,,,<init>(Ljava/lang/String;Ljava/lang/String;[Lorg/apache/bcel/classfile/Method;[Lorg/apache/bcel/classfile/Field;Lorg/apache/bcel/util/ConstantHTML;Lorg/apache/bcel/util/AttributeHTML;)V,NO_FIELD,unfixed,Class,org.apache.bcel.util.MethodHTML,main\java\org\apache\bcel\util\MethodHTML.java,5.0,5.0,5.0,1.0,36.0,0.0,30.0,6.0,1.0,17.0,13.0,0.0,-1,0.0,0.0,-1,-1,-1,3.0,4.0,3.0,15.0,1.0,2.0,0.0,0.0,-1,127.0,7.0,96.0,24.0,69.0,27.0,-1,-1,-1,65.0,83.0,31.0,52.0,-1,-1,-1,-1,-1,9.0,9.0,9.0,3.0,-1,1.0,4.0,-1,8.0,8.0,0.28,16.0,16.0,16.0,5.0
PERFORMANCE,SS_SHOULD_BE_STATIC,2,18,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/verifier/GraphicalVerifier.java,33,33,,,NO_METHOD,packFrame,unfixed,Public Class,org.apache.bcel.verifier.GraphicalVerifier,main\java\org\apache\bcel\verifier\GraphicalVerifier.java,3.0,3.0,3.0,1.0,17.0,0.0,15.0,3.0,1.0,15.0,5.0,0.0,-1,1.0,0.0,-1,-1,-1,1.0,1.0,2.0,14.0,0.0,0.0,0.0,2.0,-1,48.0,5.0,33.0,7.0,23.0,12.0,-1,-1,-1,16.0,23.0,7.0,16.0,-1,-1,-1,-1,-1,4.0,4.0,4.0,1.0,-1,1.0,1.0,-1,50.0,0.0,0.36,6.0,6.0,6.0,2.0
BAD_PRACTICE,ISC_INSTANTIATE_STATIC_CLASS,3,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/verifier/GraphicalVerifier.java,71,71,,,main([Ljava/lang/String;)V,NO_FIELD,unfixed,Public Static Method,DumpClass.main(String[]),examples\ClassDumper.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,14.0,5.0,9.0,3.0,6.0,0.0,6.0,2.0,0.0,5.0,7.0,3.0,4.0,2.0,2.0,2.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.0,2.0,2.0,2.0,1.0
PERFORMANCE,DM_GC,1,16,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/verifier/TransitiveHull.java,45,45,,,update(Ljava/lang/String;)V,NO_FIELD,unfixed,Public Method,org.apache.bcel.classfile.StackMapEntry.updateByteCodeOffset(int),main\java\org\apache\bcel\classfile\StackMapEntry.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,2.33,1.0,1.0,1.0,1.0
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/verifier/VerifierAppFrame.java,110,110,,,jbInit()V,NO_FIELD,unfixed,Private Method,org.apache.bcel.verifier.VerifierAppFrame.jbInit(),main\java\org\apache\bcel\verifier\VerifierAppFrame.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.0,121.0,6.0,113.0,1.0,105.0,2.0,30.0,1.0,0.0,86.0,93.0,7.0,86.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.02,1.0,1.0,1.0,1.0
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/verifier/VerifyDialog.java,-1,-1,,,NO_METHOD,ivjEventHandler,unfixed,Public Class,org.apache.bcel.verifier.VerifyDialog,main\java\org\apache\bcel\verifier\VerifyDialog.java,2.0,2.0,2.0,1.0,13.0,0.0,10.0,3.0,1.0,21.0,6.0,0.0,-1,1.0,2.0,-1,-1,-1,29.0,10.0,30.0,779.0,0.0,15.0,0.0,15.0,-1,540.0,65.0,338.0,57.0,228.0,138.0,-1,-1,-1,173.0,248.0,59.0,189.0,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,-1,1.0,4.0,-1,95.0,73.0,0.41,65.0,65.0,65.0,34.0
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/verifier/statics/Pass2Verifier.java,121,121,,,getLocalVariablesInfo(I)Lorg/apache/bcel/verifier/statics/LocalVariablesInfo;,localVariablesInfos,unfixed,Public Method,org.apache.bcel.verifier.statics.Pass2Verifier.getLocalVariablesInfo(int),main\java\org\apache\bcel\verifier\statics\Pass2Verifier.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,18.0,0.0,9.0,1.0,5.0,10.0,3.0,3.0,0.0,3.0,6.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,1.11,3.0,3.0,4.0,1.0
BAD_PRACTICE,BIT_SIGNED_CHECK,3,19,commons-bcel,d522432b79044740831a132d8b92e7dab5477444,471fafd74a53bbf23f249d31d9b9db21bcb5fbf2,src/main/java/org/apache/bcel/verifier/statics/Pass2Verifier.java,564,564,,,visitField(Lorg/apache/bcel/classfile/Field;)V,NO_FIELD,unfixed,Public Method,JasminVisitor.visitField(Field),examples\JasminVisitor.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,7.0,0.0,7.0,1.0,4.0,0.0,6.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.0,2.0,2.0,2.0,1.0
