categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,life time
DODGY_CODE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,19,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/ftp/parser/MacOsPeterFTPEntryParser.java,218,218,,,parseFTPEntry(Ljava/lang/String;)Lorg/apache/commons/net/ftp/FTPFile;,NO_FIELD,unfixed,637
I18N,DM_CONVERT_CASE,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/ftp/parser/OS400FTPEntryParser.java,338,338,,,parseFTPEntry(Ljava/lang/String;)Lorg/apache/commons/net/ftp/FTPFile;,NO_FIELD,unfixed,637
MALICIOUS_CODE,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/imap/IMAP.java,124,124,,,<init>()V,NO_FIELD,unfixed,637
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-net,65302de24316b21a3955265203c60cf663067743,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/imap/IMAPSClient.java,204,204,,,performSSLNegotiation()V,NO_FIELD,unfixed,87
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/imap/IMAPSClient.java,278,278,,,getEnabledCipherSuites()[Ljava/lang/String;,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/imap/IMAPSClient.java,304,304,,,getEnabledProtocols()[Ljava/lang/String;,NO_FIELD,unfixed,637
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/io/CopyStreamException.java,69,69,,,getIOException()Ljava/io/IOException;,NO_FIELD,unfixed,637
BAD_PRACTICE,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,2,16,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/io/FromNetASCIIInputStream.java,42,49,,,<clinit>()V,NO_FIELD,unfixed,637
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,commons-net,ecf65484f995bdc4a3ce7dfd70909998f0e3c34d,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/ArticlePointer.java,1873,1873,,,NO_METHOD,articleId,unfixed,87
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,commons-net,ecf65484f995bdc4a3ce7dfd70909998f0e3c34d,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/ArticlePointer.java,1874,1874,,,NO_METHOD,articleNumber,unfixed,87
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/NNTPClient.java,789,789,,,listOverviewFmt()[Ljava/lang/String;,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/NNTPClient.java,1038,1038,,,listNewsgroups()[Lorg/apache/commons/net/nntp/NewsgroupInfo;,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/NNTPClient.java,1105,1105,,,listNewsgroups(Ljava/lang/String;)[Lorg/apache/commons/net/nntp/NewsgroupInfo;,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/NNTPClient.java,1264,1264,,,listNewNews(Lorg/apache/commons/net/nntp/NewGroupsOrNewsQuery;)[Ljava/lang/String;,NO_FIELD,unfixed,637
DODGY_CODE,DLS_DEAD_LOCAL_STORE,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/NNTPClient.java,108,108,,,__parseArticlePointer(Ljava/lang/String;Lorg/apache/commons/net/nntp/ArticleInfo;)V,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/NNTPClient.java,1175,1175,,,listNewNewsgroups(Lorg/apache/commons/net/nntp/NewGroupsOrNewsQuery;)[Lorg/apache/commons/net/nntp/NewsgroupInfo;,NO_FIELD,unfixed,637
BAD_PRACTICE,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,2,16,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/ThreadContainer.java,54,79,,,flush()V,NO_FIELD,unfixed,637
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,18,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/Threader.java,218,218,,,findRootSet(Ljava/util/HashMap;)Lorg/apache/commons/net/nntp/ThreadContainer;,NO_FIELD,unfixed,637
DODGY_CODE,DLS_DEAD_LOCAL_STORE,2,17,commons-net,a0973e365922027c7035adfad827d43485d29120,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/Threader.java,111,111,,,buildContainer(Lorg/apache/commons/net/nntp/Threadable;Ljava/util/HashMap;)V,NO_FIELD,unfixed,596
DODGY_CODE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,20,commons-net,a0973e365922027c7035adfad827d43485d29120,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/Threader.java,74,74,,,thread(Ljava/lang/Iterable;)Lorg/apache/commons/net/nntp/Threadable;,NO_FIELD,unfixed,596
BAD_PRACTICE,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,2,16,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/Threader.java,55,94,,,thread(Ljava/lang/Iterable;)Lorg/apache/commons/net/nntp/Threadable;,NO_FIELD,unfixed,637
BAD_PRACTICE,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,2,16,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/Threader.java,103,205,,,buildContainer(Lorg/apache/commons/net/nntp/Threadable;Ljava/util/HashMap;)V,NO_FIELD,unfixed,637
BAD_PRACTICE,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,2,16,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/nntp/Threader.java,213,228,,,findRootSet(Ljava/util/HashMap;)Lorg/apache/commons/net/nntp/ThreadContainer;,NO_FIELD,unfixed,637
MALICIOUS_CODE,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/ntp/TimeInfo.java,110,110,,,<init>(Lorg/apache/commons/net/ntp/NtpV3Packet;JLjava/util/List;Z)V,NO_FIELD,unfixed,637
DODGY_CODE,DLS_DEAD_LOCAL_STORE,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/pop3/POP3Client.java,65,65,,,__parseStatus(Ljava/lang/String;)Lorg/apache/commons/net/pop3/POP3MessageInfo;,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/pop3/POP3Client.java,410,410,,,listMessages()[Lorg/apache/commons/net/pop3/POP3MessageInfo;,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/pop3/POP3Client.java,481,481,,,listUniqueIdentifiers()[Lorg/apache/commons/net/pop3/POP3MessageInfo;,NO_FIELD,unfixed,637
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/pop3/POP3MessageInfo.java,84,84,,,NO_METHOD,identifier,unfixed,637
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/pop3/POP3MessageInfo.java,83,83,,,NO_METHOD,size,unfixed,637
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-net,65302de24316b21a3955265203c60cf663067743,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/pop3/POP3SClient.java,213,213,,,performSSLNegotiation()V,NO_FIELD,unfixed,87
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/pop3/POP3SClient.java,309,309,,,getEnabledProtocols()[Ljava/lang/String;,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/pop3/POP3SClient.java,283,283,,,getEnabledCipherSuites()[Ljava/lang/String;,NO_FIELD,unfixed,637
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-net,65302de24316b21a3955265203c60cf663067743,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/smtp/SMTPSClient.java,202,202,,,performSSLNegotiation()V,NO_FIELD,unfixed,87
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/smtp/SMTPSClient.java,273,273,,,getEnabledCipherSuites()[Ljava/lang/String;,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/smtp/SMTPSClient.java,299,299,,,getEnabledProtocols()[Ljava/lang/String;,NO_FIELD,unfixed,637
Multithreaded correctness,WA_NOT_IN_LOOP,3,17,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/Telnet.java,1067,1067,,,_sendAYT(J)Z,NO_FIELD,unfixed,637
Multithreaded correctness,UW_UNCOND_WAIT,3,17,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TelnetInputStream.java,615,615,,,run()V,NO_FIELD,unfixed,637
Multithreaded correctness,NO_NOTIFY_NOT_NOTIFYALL,3,17,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TelnetInputStream.java,667,667,,,run()V,NO_FIELD,unfixed,637
Multithreaded correctness,NO_NOTIFY_NOT_NOTIFYALL,3,17,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TelnetInputStream.java,337,337,,,__processChar(I)Z,NO_FIELD,unfixed,637
Multithreaded correctness,NO_NOTIFY_NOT_NOTIFYALL,3,17,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TelnetInputStream.java,467,467,,,read()I,NO_FIELD,unfixed,637
Multithreaded correctness,UW_UNCOND_WAIT,3,17,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TelnetInputStream.java,416,416,,,read()I,NO_FIELD,unfixed,637
DODGY_CODE,DB_DUPLICATE_SWITCH_CLAUSES,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TelnetInputStream.java,209,210,,,__read(Z)I,NO_FIELD,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,2e6efa8f0eff04d95fc55fe0c3bd0f78a72bbc1b,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TelnetOptionHandler.java,204,204,,,answerSubnegotiation([II)[I,NO_FIELD,unfixed,355
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,2e6efa8f0eff04d95fc55fe0c3bd0f78a72bbc1b,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TelnetOptionHandler.java,236,236,,,startSubnegotiationRemote()[I,NO_FIELD,unfixed,355
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,2e6efa8f0eff04d95fc55fe0c3bd0f78a72bbc1b,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TelnetOptionHandler.java,220,220,,,startSubnegotiationLocal()[I,NO_FIELD,unfixed,355
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/telnet/TerminalTypeOptionHandler.java,110,110,,,answerSubnegotiation([II)[I,NO_FIELD,unfixed,637
DODGY_CODE,DLS_DEAD_LOCAL_STORE,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/tftp/TFTPClient.java,388,388,,,sendFile(Ljava/lang/String;ILjava/io/InputStream;Ljava/net/InetAddress;I)V,NO_FIELD,unfixed,637
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/tftp/TFTPErrorPacket.java,199,199,,,newDatagram()Ljava/net/DatagramPacket;,NO_FIELD,unfixed,637
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/tftp/TFTPErrorPacket.java,160,160,,,_newDatagram(Ljava/net/DatagramPacket;[B)Ljava/net/DatagramPacket;,NO_FIELD,unfixed,637
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/tftp/TFTPRequestPacket.java,225,225,,,newDatagram()Ljava/net/DatagramPacket;,NO_FIELD,unfixed,637
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/tftp/TFTPRequestPacket.java,189,189,,,_newDatagram(Ljava/net/DatagramPacket;[B)Ljava/net/DatagramPacket;,NO_FIELD,unfixed,637
BAD_PRACTICE,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,2,16,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/util/Base64.java,894,900,,,newStringUtf8([B)Ljava/lang/String;,NO_FIELD,unfixed,637
DODGY_CODE,SA_FIELD_DOUBLE_ASSIGNMENT,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/util/Base64.java,489,489,,,encode([BII)V,modulus,unfixed,637
BAD_PRACTICE,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,2,16,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/util/Base64.java,736,738,,,getBytesUtf8(Ljava/lang/String;)[B,NO_FIELD,unfixed,637
DODGY_CODE,SA_FIELD_DOUBLE_ASSIGNMENT,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/util/Base64.java,554,554,,,decode([BII)V,modulus,unfixed,637
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/util/KeyManagerUtils.java,236,236,,,getServerAliases(Ljava/lang/String;[Ljava/security/Principal;)[Ljava/lang/String;,NO_FIELD,unfixed,637
BAD_PRACTICE,SE_BAD_FIELD,2,16,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/util/ListenerList.java,-1,-1,,,NO_METHOD,__listeners,unfixed,637
DODGY_CODE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,20,commons-net,65302de24316b21a3955265203c60cf663067743,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/util/SSLSocketUtils.java,46,46,,,enableEndpointNameVerification(Ljavax/net/ssl/SSLSocket;)Z,NO_FIELD,unfixed,87
BAD_PRACTICE,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,2,16,commons-net,4379a6810227bf2eeba5860b62d42834d62e4413,069d30542fc14ba76f36c631e9746a529c0e12cf,src/main/java/org/apache/commons/net/util/SubnetUtils.java,186,191,,,getAddressCount()I,NO_FIELD,unfixed,637
BAD_PRACTICE,VA_FORMAT_STRING_USES_NEWLINE,2,20,commons-net,0974d14e57bae23c29799b659bb35b15d68a2049,de0cae59535131c7dacde6eb13ccd8dbbff5f4b1,src/main/java/examples/cidr/SubnetUtilsExample.java,57,57,,,main([Ljava/lang/String;)V,NO_FIELD,unknown,0
